Name,Template,Reference
vnd.japannet-verification-wakeup,application/vnd.japannet-verification-wakeup,[Kiyofusa_Fujii]
vnd.jcp.javame.midlet-rms,application/vnd.jcp.javame.midlet-rms,[Mikhail_Gorshenev]
vnd.jisp,application/vnd.jisp,[Sebastiaan_Deckers]
vnd.joost.joda-archive,application/vnd.joost.joda-archive,[Joost]
vnd.jsk.isdn-ngn,application/vnd.jsk.isdn-ngn,[Yokoyama_Kiyonobu]
vnd.kahootz,application/vnd.kahootz,[Tim_Macdonald]
vnd.kde.karbon,application/vnd.kde.karbon,[David_Faure]
vnd.kde.kchart,application/vnd.kde.kchart,[David_Faure]
vnd.kde.kformula,application/vnd.kde.kformula,[David_Faure]
vnd.kde.kivio,application/vnd.kde.kivio,[David_Faure]
vnd.kde.kontour,application/vnd.kde.kontour,[David_Faure]
vnd.kde.kpresenter,application/vnd.kde.kpresenter,[David_Faure]
vnd.kde.kspread,application/vnd.kde.kspread,[David_Faure]
vnd.kde.kword,application/vnd.kde.kword,[David_Faure]
vnd.kenameaapp,application/vnd.kenameaapp,[Dirk_DiGiorgio-Haag]
vnd.kidspiration,application/vnd.kidspiration,[Jack_Bennett]
vnd.Kinar,application/vnd.Kinar,[Hemant_Thakkar]
vnd.koan,application/vnd.koan,[Pete_Cole]
vnd.kodak-descriptor,application/vnd.kodak-descriptor,[Michael_J._Donahue]
vnd.las,application/vnd.las,[NCGIS][Bryan_Blank]
vnd.las.las+json,application/vnd.las.las+json,[Rob_Bailey]
vnd.las.las+xml,application/vnd.las.las+xml,[Rob_Bailey]
vnd.laszip,application/vnd.laszip,[NCGIS][Bryan_Blank]
vnd.leap+json,application/vnd.leap+json,[Mark_C_Fralick]
vnd.liberty-request+xml,application/vnd.liberty-request+xml,[Brett_McDowell]
vnd.llamagraphics.life-balance.desktop,application/vnd.llamagraphics.life-balance.desktop,[Catherine_E._White]
vnd.llamagraphics.life-balance.exchange+xml,application/vnd.llamagraphics.life-balance.exchange+xml,[Catherine_E._White]
vnd.logipipe.circuit+zip,application/vnd.logipipe.circuit+zip,[Victor_Kuchynsky]
vnd.loom,application/vnd.loom,[Sten_Linnarsson]
vnd.lotus-1-2-3,application/vnd.lotus-1-2-3,[Paul_Wattenberger]
vnd.lotus-approach,application/vnd.lotus-approach,[Paul_Wattenberger]
vnd.lotus-freelance,application/vnd.lotus-freelance,[Paul_Wattenberger]
vnd.lotus-notes,application/vnd.lotus-notes,[Michael_Laramie]
vnd.lotus-organizer,application/vnd.lotus-organizer,[Paul_Wattenberger]
vnd.lotus-screencam,application/vnd.lotus-screencam,[Paul_Wattenberger]
vnd.lotus-wordpro,application/vnd.lotus-wordpro,[Paul_Wattenberger]
vnd.macports.portpkg,application/vnd.macports.portpkg,[James_Berry]
vnd.mapbox-vector-tile,application/vnd.mapbox-vector-tile,[Blake_Thompson]
vnd.marlin.drm.actiontoken+xml,application/vnd.marlin.drm.actiontoken+xml,[Gary_Ellison]
vnd.marlin.drm.conftoken+xml,application/vnd.marlin.drm.conftoken+xml,[Gary_Ellison]
vnd.marlin.drm.license+xml,application/vnd.marlin.drm.license+xml,[Gary_Ellison]
vnd.marlin.drm.mdcf,application/vnd.marlin.drm.mdcf,[Gary_Ellison]
vnd.mason+json,application/vnd.mason+json,[Jorn_Wildt]
vnd.maxmind.maxmind-db,application/vnd.maxmind.maxmind-db,[William_Stevenson]
vnd.mcd,application/vnd.mcd,[Tadashi_Gotoh]
vnd.medcalcdata,application/vnd.medcalcdata,[Frank_Schoonjans]
vnd.mediastation.cdkey,application/vnd.mediastation.cdkey,[Henry_Flurry]
vnd.meridian-slingshot,application/vnd.meridian-slingshot,[Eric_Wedel]
vnd.MFER,application/vnd.MFER,[Masaaki_Hirai]
vnd.mfmp,application/vnd.mfmp,[Yukari_Ikeda]
vnd.micro+json,application/vnd.micro+json,[Dali_Zheng]
vnd.micrografx.flo,application/vnd.micrografx.flo,[Joe_Prevo]
vnd.micrografx.igx,application/vnd.micrografx.igx,[Joe_Prevo]
vnd.microsoft.portable-executable,application/vnd.microsoft.portable-executable,[Henrik_Andersson]
vnd.microsoft.windows.thumbnail-cache,application/vnd.microsoft.windows.thumbnail-cache,[Henrik_Andersson]
vnd.miele+json,application/vnd.miele+json,[Nils_Langhammer]
vnd.mif,application/vnd.mif,[Mike_Wexler]
vnd.minisoft-hp3000-save,application/vnd.minisoft-hp3000-save,[Chris_Bartram]
vnd.mitsubishi.misty-guard.trustweb,application/vnd.mitsubishi.misty-guard.trustweb,[Tanaka]
vnd.Mobius.DAF,application/vnd.Mobius.DAF,[Allen_K._Kabayama]
vnd.Mobius.DIS,application/vnd.Mobius.DIS,[Allen_K._Kabayama]
vnd.Mobius.MBK,application/vnd.Mobius.MBK,[Alex_Devasia]
vnd.Mobius.MQY,application/vnd.Mobius.MQY,[Alex_Devasia]
vnd.Mobius.MSL,application/vnd.Mobius.MSL,[Allen_K._Kabayama]
vnd.Mobius.PLC,application/vnd.Mobius.PLC,[Allen_K._Kabayama]
vnd.Mobius.TXF,application/vnd.Mobius.TXF,[Allen_K._Kabayama]
vnd.mophun.application,application/vnd.mophun.application,[Bjorn_Wennerstrom]
vnd.mophun.certificate,application/vnd.mophun.certificate,[Bjorn_Wennerstrom]
vnd.motorola.flexsuite,application/vnd.motorola.flexsuite,[Mark_Patton]
vnd.motorola.flexsuite.adsi,application/vnd.motorola.flexsuite.adsi,[Mark_Patton]
vnd.motorola.flexsuite.fis,application/vnd.motorola.flexsuite.fis,[Mark_Patton]
vnd.motorola.flexsuite.gotap,application/vnd.motorola.flexsuite.gotap,[Mark_Patton]
vnd.motorola.flexsuite.kmr,application/vnd.motorola.flexsuite.kmr,[Mark_Patton]
vnd.motorola.flexsuite.ttc,application/vnd.motorola.flexsuite.ttc,[Mark_Patton]
vnd.motorola.flexsuite.wem,application/vnd.motorola.flexsuite.wem,[Mark_Patton]
vnd.motorola.iprm,application/vnd.motorola.iprm,[Rafie_Shamsaasef]
vnd.mozilla.xul+xml,application/vnd.mozilla.xul+xml,[Braden_N_McDaniel]
vnd.ms-artgalry,application/vnd.ms-artgalry,[Dean_Slawson]
vnd.ms-asf,application/vnd.ms-asf,[Eric_Fleischman]
vnd.ms-cab-compressed,application/vnd.ms-cab-compressed,[Kim_Scarborough]
vnd.ms-3mfdocument,application/vnd.ms-3mfdocument,[Shawn_Maloney]
vnd.ms-excel,application/vnd.ms-excel,[Sukvinder_S._Gill]
vnd.ms-excel.addin.macroEnabled.12,application/vnd.ms-excel.addin.macroEnabled.12,[Chris_Rae]
vnd.ms-excel.sheet.binary.macroEnabled.12,application/vnd.ms-excel.sheet.binary.macroEnabled.12,[Chris_Rae]
vnd.ms-excel.sheet.macroEnabled.12,application/vnd.ms-excel.sheet.macroEnabled.12,[Chris_Rae]
vnd.ms-excel.template.macroEnabled.12,application/vnd.ms-excel.template.macroEnabled.12,[Chris_Rae]
vnd.ms-fontobject,application/vnd.ms-fontobject,[Kim_Scarborough]
vnd.ms-htmlhelp,application/vnd.ms-htmlhelp,[Anatoly_Techtonik]
vnd.ms-ims,application/vnd.ms-ims,[Eric_Ledoux]
vnd.ms-lrm,application/vnd.ms-lrm,[Eric_Ledoux]
vnd.ms-office.activeX+xml,application/vnd.ms-office.activeX+xml,[Chris_Rae]
vnd.ms-officetheme,application/vnd.ms-officetheme,[Chris_Rae]
vnd.ms-playready.initiator+xml,application/vnd.ms-playready.initiator+xml,[Daniel_Schneider]
vnd.ms-powerpoint,application/vnd.ms-powerpoint,[Sukvinder_S._Gill]
vnd.ms-powerpoint.addin.macroEnabled.12,application/vnd.ms-powerpoint.addin.macroEnabled.12,[Chris_Rae]
vnd.ms-powerpoint.presentation.macroEnabled.12,application/vnd.ms-powerpoint.presentation.macroEnabled.12,[Chris_Rae]
vnd.ms-powerpoint.slide.macroEnabled.12,application/vnd.ms-powerpoint.slide.macroEnabled.12,[Chris_Rae]
vnd.ms-powerpoint.slideshow.macroEnabled.12,application/vnd.ms-powerpoint.slideshow.macroEnabled.12,[Chris_Rae]
vnd.ms-powerpoint.template.macroEnabled.12,application/vnd.ms-powerpoint.template.macroEnabled.12,[Chris_Rae]
vnd.ms-PrintDeviceCapabilities+xml,application/vnd.ms-PrintDeviceCapabilities+xml,[Justin_Hutchings]
vnd.ms-PrintSchemaTicket+xml,application/vnd.ms-PrintSchemaTicket+xml,[Justin_Hutchings]
vnd.ms-project,application/vnd.ms-project,[Sukvinder_S._Gill]
vnd.ms-tnef,application/vnd.ms-tnef,[Sukvinder_S._Gill]
vnd.ms-windows.devicepairing,application/vnd.ms-windows.devicepairing,[Justin_Hutchings]
vnd.ms-windows.nwprinting.oob,application/vnd.ms-windows.nwprinting.oob,[Justin_Hutchings]
vnd.ms-windows.printerpairing,application/vnd.ms-windows.printerpairing,[Justin_Hutchings]
vnd.ms-windows.wsd.oob,application/vnd.ms-windows.wsd.oob,[Justin_Hutchings]
vnd.ms-wmdrm.lic-chlg-req,application/vnd.ms-wmdrm.lic-chlg-req,[Kevin_Lau]
vnd.ms-wmdrm.lic-resp,application/vnd.ms-wmdrm.lic-resp,[Kevin_Lau]
vnd.ms-wmdrm.meter-chlg-req,application/vnd.ms-wmdrm.meter-chlg-req,[Kevin_Lau]
vnd.ms-wmdrm.meter-resp,application/vnd.ms-wmdrm.meter-resp,[Kevin_Lau]
vnd.ms-word.document.macroEnabled.12,application/vnd.ms-word.document.macroEnabled.12,[Chris_Rae]
vnd.ms-word.template.macroEnabled.12,application/vnd.ms-word.template.macroEnabled.12,[Chris_Rae]
vnd.ms-works,application/vnd.ms-works,[Sukvinder_S._Gill]
vnd.ms-wpl,application/vnd.ms-wpl,[Dan_Plastina]
vnd.ms-xpsdocument,application/vnd.ms-xpsdocument,[Jesse_McGatha]
vnd.msa-disk-image,application/vnd.msa-disk-image,[Thomas_Huth]
vnd.mseq,application/vnd.mseq,[Gwenael_Le_Bodic]
vnd.msign,application/vnd.msign,[Malte_Borcherding]
vnd.multiad.creator,application/vnd.multiad.creator,[Steve_Mills]
vnd.multiad.creator.cif,application/vnd.multiad.creator.cif,[Steve_Mills]
vnd.musician,application/vnd.musician,[Greg_Adams]
vnd.music-niff,application/vnd.music-niff,[Tim_Butler]
vnd.muvee.style,application/vnd.muvee.style,[Chandrashekhara_Anantharamu]
vnd.mynfc,application/vnd.mynfc,[Franck_Lefevre]
vnd.ncd.control,application/vnd.ncd.control,[Lauri_Tarkkala]
vnd.ncd.reference,application/vnd.ncd.reference,[Lauri_Tarkkala]
vnd.nearst.inv+json,application/vnd.nearst.inv+json,[Thomas_Schoffelen]
vnd.nervana,application/vnd.nervana,[Steve_Judkins]
vnd.netfpx,application/vnd.netfpx,[Andy_Mutz]
vnd.neurolanguage.nlu,application/vnd.neurolanguage.nlu,[Dan_DuFeu]
vnd.nimn,application/vnd.nimn,[Amit_Kumar_Gupta]
vnd.nintendo.snes.rom,application/vnd.nintendo.snes.rom,[Henrik_Andersson]
vnd.nintendo.nitro.rom,application/vnd.nintendo.nitro.rom,[Henrik_Andersson]
vnd.nitf,application/vnd.nitf,[Steve_Rogan]
vnd.noblenet-directory,application/vnd.noblenet-directory,[Monty_Solomon]
vnd.noblenet-sealer,application/vnd.noblenet-sealer,[Monty_Solomon]
vnd.noblenet-web,application/vnd.noblenet-web,[Monty_Solomon]
vnd.nokia.catalogs,application/vnd.nokia.catalogs,[Nokia]
vnd.nokia.conml+wbxml,application/vnd.nokia.conml+wbxml,[Nokia]
vnd.nokia.conml+xml,application/vnd.nokia.conml+xml,[Nokia]
vnd.nokia.iptv.config+xml,application/vnd.nokia.iptv.config+xml,[Nokia]
vnd.nokia.iSDS-radio-presets,application/vnd.nokia.iSDS-radio-presets,[Nokia]
vnd.nokia.landmark+wbxml,application/vnd.nokia.landmark+wbxml,[Nokia]
vnd.nokia.landmark+xml,application/vnd.nokia.landmark+xml,[Nokia]
vnd.nokia.landmarkcollection+xml,application/vnd.nokia.landmarkcollection+xml,[Nokia]
vnd.nokia.ncd,application/vnd.nokia.ncd,[Nokia]
vnd.nokia.n-gage.ac+xml,application/vnd.nokia.n-gage.ac+xml,[Nokia]
vnd.nokia.n-gage.data,application/vnd.nokia.n-gage.data,[Nokia]
vnd.nokia.n-gage.symbian.install - OBSOLETE; no replacement given,application/vnd.nokia.n-gage.symbian.install,[Nokia]
vnd.nokia.pcd+wbxml,application/vnd.nokia.pcd+wbxml,[Nokia]
vnd.nokia.pcd+xml,application/vnd.nokia.pcd+xml,[Nokia]
vnd.nokia.radio-preset,application/vnd.nokia.radio-preset,[Nokia]
vnd.nokia.radio-presets,application/vnd.nokia.radio-presets,[Nokia]
vnd.novadigm.EDM,application/vnd.novadigm.EDM,[Janine_Swenson]
vnd.novadigm.EDX,application/vnd.novadigm.EDX,[Janine_Swenson]
vnd.novadigm.EXT,application/vnd.novadigm.EXT,[Janine_Swenson]
vnd.ntt-local.content-share,application/vnd.ntt-local.content-share,[Akinori_Taya]
vnd.ntt-local.file-transfer,application/vnd.ntt-local.file-transfer,[NTT-local]
vnd.ntt-local.ogw_remote-access,application/vnd.ntt-local.ogw_remote-access,[NTT-local]
vnd.ntt-local.sip-ta_remote,application/vnd.ntt-local.sip-ta_remote,[NTT-local]
vnd.ntt-local.sip-ta_tcp_stream,application/vnd.ntt-local.sip-ta_tcp_stream,[NTT-local]
vnd.oasis.opendocument.chart,application/vnd.oasis.opendocument.chart,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.chart-template,application/vnd.oasis.opendocument.chart-template,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.database,application/vnd.oasis.opendocument.database,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.formula,application/vnd.oasis.opendocument.formula,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.formula-template,application/vnd.oasis.opendocument.formula-template,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.graphics,application/vnd.oasis.opendocument.graphics,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.graphics-template,application/vnd.oasis.opendocument.graphics-template,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.image,application/vnd.oasis.opendocument.image,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.image-template,application/vnd.oasis.opendocument.image-template,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.presentation,application/vnd.oasis.opendocument.presentation,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.presentation-template,application/vnd.oasis.opendocument.presentation-template,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.spreadsheet,application/vnd.oasis.opendocument.spreadsheet,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.spreadsheet-template,application/vnd.oasis.opendocument.spreadsheet-template,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.text,application/vnd.oasis.opendocument.text,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.text-master,application/vnd.oasis.opendocument.text-master,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.text-template,application/vnd.oasis.opendocument.text-template,[Svante_Schubert][OASIS]
vnd.oasis.opendocument.text-web,application/vnd.oasis.opendocument.text-web,[Svante_Schubert][OASIS]
vnd.obn,application/vnd.obn,[Matthias_Hessling]
vnd.ocf+cbor,application/vnd.ocf+cbor,[Michael_Koster]
vnd.oftn.l10n+json,application/vnd.oftn.l10n+json,[Eli_Grey]
vnd.oipf.contentaccessdownload+xml,application/vnd.oipf.contentaccessdownload+xml,[Claire_DEsclercs]
vnd.oipf.contentaccessstreaming+xml,application/vnd.oipf.contentaccessstreaming+xml,[Claire_DEsclercs]
vnd.oipf.cspg-hexbinary,application/vnd.oipf.cspg-hexbinary,[Claire_DEsclercs]
vnd.oipf.dae.svg+xml,application/vnd.oipf.dae.svg+xml,[Claire_DEsclercs]
vnd.oipf.dae.xhtml+xml,application/vnd.oipf.dae.xhtml+xml,[Claire_DEsclercs]
vnd.oipf.mippvcontrolmessage+xml,application/vnd.oipf.mippvcontrolmessage+xml,[Claire_DEsclercs]
vnd.oipf.pae.gem,application/vnd.oipf.pae.gem,[Claire_DEsclercs]
vnd.oipf.spdiscovery+xml,application/vnd.oipf.spdiscovery+xml,[Claire_DEsclercs]
vnd.oipf.spdlist+xml,application/vnd.oipf.spdlist+xml,[Claire_DEsclercs]
vnd.oipf.ueprofile+xml,application/vnd.oipf.ueprofile+xml,[Claire_DEsclercs]
vnd.oipf.userprofile+xml,application/vnd.oipf.userprofile+xml,[Claire_DEsclercs]
vnd.olpc-sugar,application/vnd.olpc-sugar,[John_Palmieri]
vnd.oma.bcast.associated-procedure-parameter+xml,application/vnd.oma.bcast.associated-procedure-parameter+xml,[Uwe_Rauschenbach][Open_Mobile_Naming_Authority]
vnd.oma.bcast.drm-trigger+xml,application/vnd.oma.bcast.drm-trigger+xml,[Uwe_Rauschenbach][Open_Mobile_Naming_Authority]
vnd.oma.bcast.imd+xml,application/vnd.oma.bcast.imd+xml,[Uwe_Rauschenbach][Open_Mobile_Naming_Authority]
vnd.oma.bcast.ltkm,application/vnd.oma.bcast.ltkm,[Uwe_Rauschenbach][Open_Mobile_Naming_Authority]
vnd.oma.bcast.notification+xml,application/vnd.oma.bcast.notification+xml,[Uwe_Rauschenbach][Open_Mobile_Naming_Authority]
vnd.oma.bcast.provisioningtrigger,application/vnd.oma.bcast.provisioningtrigger,[Uwe_Rauschenbach][Open_Mobile_Naming_Authority]
vnd.oma.bcast.sgboot,application/vnd.oma.bcast.sgboot,[Uwe_Rauschenbach][Open_Mobile_Naming_Authority]
vnd.oma.bcast.sgdd+xml,application/vnd.oma.bcast.sgdd+xml,[Uwe_Rauschenbach][Open_Mobile_Naming_Authority]
vnd.oma.bcast.sgdu,application/vnd.oma.bcast.sgdu,[Uwe_Rauschenbach][Open_Mobile_Naming_Authority]
vnd.oma.bcast.simple-symbol-container,application/vnd.oma.bcast.simple-symbol-container,[Uwe_Rauschenbach][Open_Mobile_Naming_Authority]
vnd.oma.bcast.smartcard-trigger+xml,application/vnd.oma.bcast.smartcard-trigger+xml,[Uwe_Rauschenbach][Open_Mobile_Naming_Authority]
vnd.oma.bcast.sprov+xml,application/vnd.oma.bcast.sprov+xml,[Uwe_Rauschenbach][Open_Mobile_Naming_Authority]
vnd.oma.bcast.stkm,application/vnd.oma.bcast.stkm,[Uwe_Rauschenbach][Open_Mobile_Naming_Authority]
vnd.oma.cab-address-book+xml,application/vnd.oma.cab-address-book+xml,[Hao_Wang][OMA]
vnd.oma.cab-feature-handler+xml,application/vnd.oma.cab-feature-handler+xml,[Hao_Wang][OMA]
vnd.oma.cab-pcc+xml,application/vnd.oma.cab-pcc+xml,[Hao_Wang][OMA]
vnd.oma.cab-subs-invite+xml,application/vnd.oma.cab-subs-invite+xml,[Hao_Wang][OMA]
vnd.oma.cab-user-prefs+xml,application/vnd.oma.cab-user-prefs+xml,[Hao_Wang][OMA]
vnd.oma.dcd,application/vnd.oma.dcd,[Avi_Primo][Open_Mobile_Naming_Authority]
vnd.oma.dcdc,application/vnd.oma.dcdc,[Avi_Primo][Open_Mobile_Naming_Authority]
vnd.oma.dd2+xml,application/vnd.oma.dd2+xml,[Jun_Sato][Open_Mobile_Alliance_BAC_DLDRM_Working_Group]
vnd.oma.drm.risd+xml,application/vnd.oma.drm.risd+xml,[Uwe_Rauschenbach][Open_Mobile_Naming_Authority]
vnd.oma.group-usage-list+xml,application/vnd.oma.group-usage-list+xml,[Sean_Kelley][OMA_Presence_and_Availability_PAG_Working_Group]
vnd.oma.lwm2m+json,application/vnd.oma.lwm2m+json,[John_Mudge][Open_Mobile_Naming_Authority]
vnd.oma.lwm2m+tlv,application/vnd.oma.lwm2m+tlv,[John_Mudge][Open_Mobile_Naming_Authority]
vnd.oma.pal+xml,application/vnd.oma.pal+xml,[Brian_McColgan][Open_Mobile_Naming_Authority]
vnd.oma.poc.detailed-progress-report+xml,application/vnd.oma.poc.detailed-progress-report+xml,[OMA_Push_to_Talk_over_Cellular_POC_Working_Group]
vnd.oma.poc.final-report+xml,application/vnd.oma.poc.final-report+xml,[OMA_Push_to_Talk_over_Cellular_POC_Working_Group]
vnd.oma.poc.groups+xml,application/vnd.oma.poc.groups+xml,[Sean_Kelley][OMA_Push_to_Talk_over_Cellular_POC_Working_Group]
vnd.oma.poc.invocation-descriptor+xml,application/vnd.oma.poc.invocation-descriptor+xml,[OMA_Push_to_Talk_over_Cellular_POC_Working_Group]
vnd.oma.poc.optimized-progress-report+xml,application/vnd.oma.poc.optimized-progress-report+xml,[OMA_Push_to_Talk_over_Cellular_POC_Working_Group]
vnd.oma.push,application/vnd.oma.push,[Bryan_Sullivan][OMA]
vnd.oma.scidm.messages+xml,application/vnd.oma.scidm.messages+xml,[Wenjun_Zeng][Open_Mobile_Naming_Authority]
vnd.oma.xcap-directory+xml,application/vnd.oma.xcap-directory+xml,[Sean_Kelley][OMA_Presence_and_Availability_PAG_Working_Group]
vnd.omads-email+xml,application/vnd.omads-email+xml,[OMA_Data_Synchronization_Working_Group]
vnd.omads-file+xml,application/vnd.omads-file+xml,[OMA_Data_Synchronization_Working_Group]
vnd.omads-folder+xml,application/vnd.omads-folder+xml,[OMA_Data_Synchronization_Working_Group]
vnd.omaloc-supl-init,application/vnd.omaloc-supl-init,[Julien_Grange]
vnd.oma-scws-config,application/vnd.oma-scws-config,[Ilan_Mahalal]
vnd.oma-scws-http-request,application/vnd.oma-scws-http-request,[Ilan_Mahalal]
vnd.oma-scws-http-response,application/vnd.oma-scws-http-response,[Ilan_Mahalal]
vnd.onepager,application/vnd.onepager,[Nathan_Black]
vnd.onepagertamp,application/vnd.onepagertamp,[Nathan_Black]
vnd.onepagertamx,application/vnd.onepagertamx,[Nathan_Black]
vnd.onepagertat,application/vnd.onepagertat,[Nathan_Black]
vnd.onepagertatp,application/vnd.onepagertatp,[Nathan_Black]
vnd.onepagertatx,application/vnd.onepagertatx,[Nathan_Black]
vnd.openblox.game-binary,application/vnd.openblox.game-binary,[Mark_Otaris]
vnd.openblox.game+xml,application/vnd.openblox.game+xml,[Mark_Otaris]
vnd.openeye.oeb,application/vnd.openeye.oeb,[Craig_Bruce]
vnd.openstreetmap.data+xml,application/vnd.openstreetmap.data+xml,[Paul_Norman]
vnd.openxmlformats-officedocument.custom-properties+xml,application/vnd.openxmlformats-officedocument.custom-properties+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.customXmlProperties+xml,application/vnd.openxmlformats-officedocument.customXmlProperties+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.drawing+xml,application/vnd.openxmlformats-officedocument.drawing+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.drawingml.chart+xml,application/vnd.openxmlformats-officedocument.drawingml.chart+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.drawingml.chartshapes+xml,application/vnd.openxmlformats-officedocument.drawingml.chartshapes+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.drawingml.diagramColors+xml,application/vnd.openxmlformats-officedocument.drawingml.diagramColors+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.drawingml.diagramData+xml,application/vnd.openxmlformats-officedocument.drawingml.diagramData+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.drawingml.diagramLayout+xml,application/vnd.openxmlformats-officedocument.drawingml.diagramLayout+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.drawingml.diagramStyle+xml,application/vnd.openxmlformats-officedocument.drawingml.diagramStyle+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.extended-properties+xml,application/vnd.openxmlformats-officedocument.extended-properties+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.presentationml.commentAuthors+xml,application/vnd.openxmlformats-officedocument.presentationml.commentAuthors+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.presentationml.comments+xml,application/vnd.openxmlformats-officedocument.presentationml.comments+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.presentationml.handoutMaster+xml,application/vnd.openxmlformats-officedocument.presentationml.handoutMaster+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.presentationml.notesMaster+xml,application/vnd.openxmlformats-officedocument.presentationml.notesMaster+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.presentationml.notesSlide+xml,application/vnd.openxmlformats-officedocument.presentationml.notesSlide+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.presentationml.presentation,application/vnd.openxmlformats-officedocument.presentationml.presentation,[Makoto_Murata]
vnd.openxmlformats-officedocument.presentationml.presentation.main+xml,application/vnd.openxmlformats-officedocument.presentationml.presentation.main+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.presentationml.presProps+xml,application/vnd.openxmlformats-officedocument.presentationml.presProps+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.presentationml.slide,application/vnd.openxmlformats-officedocument.presentationml.slide,[Makoto_Murata]
vnd.openxmlformats-officedocument.presentationml.slide+xml,application/vnd.openxmlformats-officedocument.presentationml.slide+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.presentationml.slideLayout+xml,application/vnd.openxmlformats-officedocument.presentationml.slideLayout+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.presentationml.slideMaster+xml,application/vnd.openxmlformats-officedocument.presentationml.slideMaster+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.presentationml.slideshow,application/vnd.openxmlformats-officedocument.presentationml.slideshow,[Makoto_Murata]
vnd.openxmlformats-officedocument.presentationml.slideshow.main+xml,application/vnd.openxmlformats-officedocument.presentationml.slideshow.main+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.presentationml.slideUpdateInfo+xml,application/vnd.openxmlformats-officedocument.presentationml.slideUpdateInfo+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.presentationml.tableStyles+xml,application/vnd.openxmlformats-officedocument.presentationml.tableStyles+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.presentationml.tags+xml,application/vnd.openxmlformats-officedocument.presentationml.tags+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.presentationml.template,application/vnd.openxmlformats-officedocument.presentationml.template,[Makoto_Murata]
vnd.openxmlformats-officedocument.presentationml.template.main+xml,application/vnd.openxmlformats-officedocument.presentationml.template.main+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.presentationml.viewProps+xml,application/vnd.openxmlformats-officedocument.presentationml.viewProps+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.spreadsheetml.calcChain+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.calcChain+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.spreadsheetml.chartsheet+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.chartsheet+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.spreadsheetml.comments+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.comments+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.spreadsheetml.connections+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.connections+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.spreadsheetml.dialogsheet+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.dialogsheet+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.spreadsheetml.externalLink+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.externalLink+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheDefinition+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheDefinition+xml,[Makoto_Murata]
vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheRecords+xml,application/vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheRecords+xml,[Makoto_Murata]
